musicId,fileName,title,artist,album,duration,chorus_start_time,chorus_end_time,audspec_lengthL1norm_sma_meanSegLen,audspec_lengthL1norm_sma_stddev,audspec_lengthL1norm_sma_skewness,audspec_lengthL1norm_sma_kurtosis,audspec_lengthL1norm_sma_maxSegLen,audspecRasta_lengthL1norm_sma_meanSegLen,audspecRasta_lengthL1norm_sma_stddev,audspecRasta_lengthL1norm_sma_skewness,audspecRasta_lengthL1norm_sma_kurtosis,audspecRasta_lengthL1norm_sma_maxSegLen,pcm_RMSenergy_sma_meanSegLen,pcm_RMSenergy_sma_stddev,pcm_RMSenergy_sma_skewness,pcm_RMSenergy_sma_kurtosis,pcm_RMSenergy_sma_maxSegLen,pcm_zcr_sma_meanSegLen,pcm_zcr_sma_stddev,pcm_zcr_sma_skewness,pcm_zcr_sma_kurtosis,pcm_zcr_sma_maxSegLen,audspec_lengthL1norm_sma_de_meanSegLen,audspec_lengthL1norm_sma_de_stddev,audspec_lengthL1norm_sma_de_skewness,audspec_lengthL1norm_sma_de_kurtosis,audspec_lengthL1norm_sma_de_maxSegLen,audspecRasta_lengthL1norm_sma_de_meanSegLen,audspecRasta_lengthL1norm_sma_de_stddev,audspecRasta_lengthL1norm_sma_de_skewness,audspecRasta_lengthL1norm_sma_de_kurtosis,audspecRasta_lengthL1norm_sma_de_maxSegLen,audSpec_Rfilt_sma[0]_meanSegLen,audSpec_Rfilt_sma[0]_stddev,audSpec_Rfilt_sma[1]_meanSegLen,audSpec_Rfilt_sma[1]_stddev,audSpec_Rfilt_sma[2]_meanSegLen,pcm_RMSenergy_sma_risetime,pcm_zcr_sma_risetime,audspec_lengthL1norm_sma_risetime,audspecRasta_lengthL1norm_sma_risetime,Arousal(mean),Valence(mean)
273,273.mp3,Redemption,Drake,Views,49.14,02:34,03:21,0.7378788000000001,1.123367,1.149327,6.032321,1.83,3.758182,1.052407,6.383753,57.78591,13.18,1.050222,0.09176102,2.145162,9.821004,5.42,6.0475,0.03120394,4.8123830000000005,41.27185,22.42,0.8782142,0.2271348,1.923014,15.3697,2.77,6.89,0.2588614,2.857062,58.64337,14.05,0.0,0.1562576,0.0,0.2027545,0.0,0.4639428,0.4596527,0.4498468,0.4531154,0.3375,0.3625
275,275.mp3,Since Way Back,Drake,More Life,38.12,04:39,05:15,0.7920833,0.8532743,0.3221007,2.336545,2.53,8.695,0.944131,9.016333,117.3138,24.57,1.024054,0.1734362,0.06793903,1.678296,1.88,9.1025,0.03447394,6.590355000000001,65.52552,30.11,1.894,0.1278708999999999,0.7501283000000001,12.78949,7.42,11.60333,0.1615338,4.403032,82.74485,28.46,6.96,0.3155875,11.59333,0.2934707,17.395,0.4890645,0.4028986,0.4758893,0.4408432,0.3375,0.4125
276,276.mp3,Skepta Interlude,Drake,More Life,47.15,01:19,02:04,0.6970149,1.332739,0.4646194999999999,2.985406,2.02,0.0,1.271849,16.90825,357.4129,0.0,0.6455556,0.1707967,0.5760729,2.696041,2.61,1.684286,0.06697648,2.340376,10.69615,4.15,0.6714286,0.3879973,0.7993553000000001,4.606689,2.09,0.0,0.2508278,9.348873,296.2305,0.0,5.675,0.4002817999999999,11.19333,0.5025314999999999,0.0,0.4045997,0.4953152,0.4141823,0.4246167,0.65,0.5125
277,277.mp3,Sneakin’,Drake,Sneakin’,24.09,03:35,03:57,0.3327777999999999,1.531561,1.622575,6.279362,0.78,0.9456,0.79899,3.337855,19.16356,1.42,0.925,0.1177682,0.4530441,2.809615,2.92,0.4627451,0.03396001,1.639436,7.181086,1.71,0.5490698,0.3776518,1.421658,10.18185,2.43,1.315556,0.2235884,1.3356,15.33685,2.5,2.261,0.0496811,0.3879032,0.1102214999999999,0.3225676,0.4893528,0.4751566,0.4597077,0.4713987,0.2,0.3875
278,278.mp3,Still Here,Drake,Views,15.08,01:56,02:09,0.36875,1.166464,0.6706473000000001,4.194262,0.97,0.16,3.695494,9.866321,105.6253,0.18,0.3018367,0.1473081,0.2840627,2.464713,0.8,0.0,0.05048443,11.21666,176.8295,0.0,0.3440475999999999,0.2871422,1.062292,7.613266,1.69,0.165,0.5683706000000001,6.787717999999999,165.5924,0.19,0.15,1.222887,0.15,1.836145,0.155,0.4852941,0.4645722,0.4512032,0.4278075,,
279,279.mp3,Summer Sixteen,Drake,Summer Sixteen,28.09,02:41,03:07,0.3875714,1.343375,0.5939935000000001,3.82067,0.92,1.161818,0.7370687,3.326576,23.50245,7.4,0.7870588000000001,0.1055716999999999,-0.196606,3.739624,1.62,1.525294,0.04053349,3.026891,25.53259,9.73,0.9478571,0.4077785999999999,0.5181785,6.137308,5.21,3.12125,0.2082536,0.9944447,17.338829999999998,15.56,1.42,0.2212335,0.8926666999999999,0.3595177,0.8635483,0.5182534000000001,0.4735147,0.4477452,0.4448819,0.3625,0.4625
280,280.mp3,Teenage Fever,Drake,More Life,38.12,02:18,02:54,0.7390196,1.174493,3.541053,20.44944,1.56,0.0,3.084035,19.40924,451.3896,0.0,0.7141509,0.1280366,0.8541030999999999,2.887579,2.02,0.0,0.0313223,18.6553,485.3526,0.0,2.408667,0.3295407999999999,1.535034,19.86423,2.48,0.0,0.7376043000000001,11.77473,455.4059,0.0,0.0,1.531478,0.0,2.876703,0.0,0.5075099000000001,0.4387352,0.4239789,0.4482214,0.325,0.525
282,282.mp3,"Two Birds, One Stone",Drake,"Two Birds, One Stone",24.09,03:20,03:42,0.4219297999999999,1.304789,-0.08352357,2.340509,2.08,1.541333,0.3271035999999999,3.495086,26.63395,6.57,0.5452273,0.1066048,0.5577393,3.775368,1.58,0.8560714,0.04527766,2.850177,13.47539,1.86,0.5114893,0.2855369,0.281369,3.846423,2.81,5.73,0.07227708,0.8243275999999999,12.18054,12.32,1.7446150000000002,0.06318309,2.835,0.2278732999999999,1.889167,0.4546972999999999,0.5022964,0.4784969,0.4605428,0.5375,0.525
283,283.mp3,U With Me?,Drake,Views,20.08,03:29,03:47,0.48475,1.09034,-0.04735482,2.6987520000000003,2.05,0.21,3.88717,14.526279999999998,243.5941,0.21,0.3401724,0.1108912,1.725911,6.702888000000001,1.52,6.613333,0.05286346,6.729052,86.89757,14.59,0.4611628,0.2604211,0.5535855,4.230216,2.81,0.2,0.8968405999999999,11.92186,342.9489,0.2,0.21,0.8893356,0.21,2.344507,0.2,0.4446115,0.4706767,0.4406015,0.4305764,0.575,0.5375
284,284.mp3,Views,Drake,Views,32.1,03:13,03:43,1.350435,1.247457,0.4118014,3.486496,3.01,0.38,2.264155,16.084429999999998,298.3977,0.38,0.5295,0.1063623,1.459807,6.231247,1.64,3.484445,0.05024822,3.60806,32.90017,10.73,0.772683,0.3073385,0.478178,5.072442,2.59,0.32,0.4552068,15.86903,506.154,0.32,0.33,0.7094113000000001,0.36,1.016365,0.37,0.4536630999999999,0.4974953,0.4621165,0.4680651,0.4625,0.4875
285,285.mp3,Weston Road Flows,Drake,Views,60.17,02:08,03:06,1.065179,1.113308,0.2898938,2.642364,2.92,0.0,2.525102,23.98239,641.1069,0.0,0.8232877000000001,0.102575,0.1855415,3.080565,1.45,11.97,0.03559783,6.644707,104.0281,25.5,0.7661539,0.2734055999999999,0.5122831,4.291657,1.67,0.67,0.5222150999999999,20.11308,848.4194,0.67,0.0,1.132715,0.0,0.9958851,0.0,0.4894895,0.4627960999999999,0.4416082999999999,0.4584585,0.5125,0.525
287,287.mp3,Body,Dreezy,Body,25.11,03:12,03:35,0.5463415,1.624677,0.5827015999999999,2.775962,1.56,0.9995834,0.5568783,3.042553,17.79375,3.21,0.6967741999999999,0.1456002,0.6427559,2.396671,3.23,0.9573076,0.05294228,2.427375,11.996,2.54,0.4734090999999999,0.2348666999999999,1.778031,10.59146,1.07,2.003333,0.1259876,1.887513,16.80161,6.41,7.595,0.1538911,2.5333330000000003,0.1915257,2.962,0.3836604,0.4589507,0.3956748,0.3912695,0.5,0.6875
291,291.mp3,Be The One,Dua Lipa,Be The Ones,12.07,02:56,03:06,0.3097368,1.318676,-0.9798579,4.881827,1.51,1.287778,0.3864455999999999,4.489025,28.09931,7.53,0.2765116,0.09116019,-0.8909792999999999,3.634424,1.16,0.2597778,0.04308518,1.14821,4.633842,0.69,0.5571429,0.2256958,0.7256557,5.602221,2.7,0.3010256,0.05999386,2.791416,29.987990000000003,1.33,0.2294231,0.07990515,0.3015385,0.1559752,0.45,0.472408,0.5142140000000001,0.4933109999999999,0.4715719,,
292,292.mp3,Blow Your Mind (Mwah),Dua Lipa,Blow Your Mind (Mwah),27.1,02:30,02:55,0.4803571,1.501425,-1.044518,3.906635,1.55,1.02,0.7950125,8.620411,111.2275,1.72,0.4322951,0.1444889,0.2507748,2.980707,2.05,0.8680645,0.0618225,2.495147,12.65406,2.22,0.3854285999999999,0.2633042,0.752849,4.902792,1.67,2.03,0.1638242,9.494157,236.3809,2.03,2.16,0.2718954,0.72,0.3420950999999999,0.72,0.4549165,0.5042672,0.4745826,0.4371057,0.95,0.8625
293,293.mp3,Mind Reader,Dustin Lynch,Where It's At 1,25.11,02:29,02:52,0.3838462,0.8937995999999999,-1.643735,8.013447,1.16,0.3,2.22453,15.61592,271.5622,0.3,0.7347059,0.07057941,-0.001154703,6.447958,1.49,0.0,0.02919633,8.237394,153.1046,0.0,1.1,0.1347587999999999,0.4420212,6.035757,4.81,0.35,0.456185,14.704720000000002,409.1942,0.35,0.32,0.2792011,0.29,0.6880885999999999,0.28,0.4797757,0.4837805,0.4893872999999999,0.4337205,0.6375,0.6375
294,294.mp3,Seein' Red,Dustin Lynch,Seein' Red,31.1,02:32,03:01,0.4898386999999999,1.16169,-1.319627,5.659038,1.32,0.37,1.197073,15.31676,270.43,0.37,0.6610638000000001,0.09136732,0.6211681,4.578142,1.38,5.818,0.03407908,4.2659400000000005,58.13882,10.63,1.0614290000000002,0.1741492,0.7531846999999999,6.064674,3.56,0.4,0.2301722,15.7562,470.7557,0.4,0.36,0.3541978,0.32,0.7133026,0.37,0.4714055,0.4759289,0.4646204,0.415832,0.7,0.55
295,295.mp3,Small Town Boy,Dustin Lynch,Small Town Boy,35.11,02:27,03:00,0.5841666,0.9926955,-0.9635699,4.548131,1.28,0.37,2.069499,17.898239999999998,360.5812,0.37,0.7621739000000001,0.07744323,0.3940922999999999,3.519218,1.25,1.649,0.05282801,2.789046,19.11514,6.58,0.5577419,0.1524772999999999,1.250455,7.792708,1.59,0.43,0.4188462999999999,18.36814,601.5137,0.43,0.41,0.394605,0.39,0.7359539,0.38,0.4429184,0.49299,0.4437768,0.4145922999999999,0.725,0.75
296,296.mp3,You're Welcome,Dwayne Johnson,Moana (Original Motion Picture Soundtrack),37.13,02:05,02:40,0.6037705,1.249093,-0.5510134,3.478446,2.24,0.0,2.436389,20.59333,478.4299,0.0,0.6461403,0.07775333,0.002199575,3.171254,1.75,7.906667,0.03537592,6.194642,95.01951,17.12,0.8544185999999999,0.250739,0.9952379,5.589892,3.09,0.0,0.5581636,14.27295,546.8226,0.0,0.0,0.7103584,0.0,1.7814869999999998,0.0,0.4323593,0.4891775,0.4258657999999999,0.4136904999999999,0.8125,0.8
297,297.mp3,My Girl,Dylan Scott,Dylan Scott,36.13,02:30,03:04,0.6619231,1.151758,-0.7959043,3.4414519999999995,2.2,0.38,1.235168,17.43947,345.9981,0.38,1.058485,0.05927514,-0.4349648,5.430837,4.91,3.566667,0.0361243,5.328919,67.33483000000001,9.77,0.9859375,0.1702971,0.4755933,6.306044,4.91,0.41,0.2409313,16.61177,535.9279,0.41,0.36,0.5021922000000001,0.36,0.6994568,0.37,0.4983315,0.4847051999999999,0.4891545999999999,0.4452168999999999,0.675,0.7
298,298.mp3,Castle on the Hill,Ed Sheeran,÷ (Deluxe),29.11,03:45,04:12,0.44875,1.0042870000000002,-1.7088470000000002,9.212991,1.39,0.4,0.7574076999999999,12.91909,187.8295,0.4,0.4587302,0.0840562,-0.6613593000000001,4.744243,1.33,3.148889,0.03759966,4.243989,32.15647,7.14,0.8030555,0.1429219,-0.1896735,4.640522,2.24,0.0,0.1189547,18.33635,489.6275,0.0,0.31,0.1660712,0.29,0.3460611,0.4,0.5096685000000001,0.4910220999999999,0.5193369999999999,0.4823895,0.725,0.7375
299,299.mp3,How Would You Feel (Paean),Ed Sheeran,÷ (Deluxe),34.12,03:42,04:14,1.165172,1.141887,0.4241197,3.514238,3.52,0.39,1.082927,15.09555,273.8857,0.39,1.109333,0.0768548,-0.2103986,4.501366,4.37,3.382,0.04287784,4.516101,40.23687,6.81,0.945,0.1656877,1.660339,10.29723,2.82,0.45,0.2067057,17.07027,518.6918,0.45,0.35,0.3713608,0.35,0.5402183,0.39,0.4762885999999999,0.4589102,0.4329897,0.4108984,0.25,0.65
300,300.mp3,06-ed_sheeran-photograph,Ed Sheeran,X (Deluxe Edition),36.13,03:19,03:53,0.90325,0.8428686,-0.6999844,5.140642,2.45,0.41,1.149087,15.10259,257.7599,0.41,0.5741935,0.09509271,0.2454596,3.139045,1.14,3.5025,0.03648424,4.713191,50.01904,11.49,0.7525,0.1520724,0.9645131,6.074939,2.02,2.654444,0.195911,19.43663,585.6048,8.889999000000001,0.39,0.2442074,0.43,0.4319672,0.38,0.4941602,0.4913792999999999,0.4730255999999999,0.4479978,0.55,0.7625
301,301.mp3,Shape of You,Ed Sheeran,Shape of You,42.13,03:10,03:50,0.7457142,1.513372,0.1460139,3.386607,1.28,1.396,0.4674571,4.878735,47.98192,10.77,0.6232835999999999,0.1149418999999999,-0.1002975,3.0973080000000004,1.8,2.458235,0.03978578,3.297621,21.79235,7.43,0.7194826999999999,0.3525124,0.8651048000000001,4.968065,2.14,0.4544565,0.1093008,2.180062,26.41668,0.62,3.14923,0.07659568,1.978571,0.1362984,3.195385,0.4564957999999999,0.5013111,0.4212157,0.427652,0.825,0.7875
302,302.mp3,Thinking Out Loud,Ed Sheeran,Bridget Jones’s Baby,23.09,03:29,03:50,0.5346512,1.008818,-0.3593423,2.093966,1.7,0.24,0.7144291,9.22553,110.7029,0.24,0.4958694999999999,0.04552372,-0.4595262,2.495254,1.95,1.415,0.05586901,2.672643,16.08963,3.77,0.8791665999999999,0.1487219,0.6970851,8.684024,3.15,3.471667,0.1194918999999999,11.89124,249.9427,6.04,0.25,0.1080642,0.23,0.3514435999999999,0.27,0.4686411,0.4712542999999999,0.4351045,0.4011324,0.5,0.575
303,303.mp3,Mr. Blue Sky (Album Version),Electric Light Orchestra,Flashback,33.12,03:19,03:50,1.094667,0.9239787,-0.5158626000000001,3.405934,10.07,0.38,3.339439,17.098010000000002,333.3107,0.38,1.6931580000000002,0.04102561,-0.357626,4.363389,6.69,0.0,0.02944574,17.777739999999998,450.6085,0.0,0.3968675,0.1030835,1.011304,5.688426,0.74,0.34,0.6812806,17.836470000000002,593.0503,0.34,0.0,0.9873483,0.37,1.588699,0.39,0.4726942,0.473301,0.4681432,0.4247573,0.7375,0.6125
304,304.mp3,America's Sweetheart,Elle King,Love Stuff,48.15,02:56,03:42,0.748125,0.9338613,-2.246493,12.15168,1.91,0.0,1.257381,20.5676,484.8068,0.0,0.5768675,0.07034651,-0.7673463,5.090864,1.07,8.875,0.02247187,7.811922999999999,170.3908,16.34,1.435,0.1477622,0.9390412,10.92718,2.07,0.5,0.2557953,20.14666,778.9692,0.5,0.0,0.1936032,0.0,0.3427329,0.0,0.4838372999999999,0.4763295,0.4786236,0.4406674,0.9,0.7375
305,305.mp3,Still Falling For You,Ellie Goulding,Still Falling For You,40.14,03:07,03:45,1.9625,1.126702,-1.084313,6.922897,2.51,2.309412,0.27094,6.551742,65.59813,5.0,0.6231745,0.08102176,-0.7395861,4.042465,1.8,1.169118,0.03931199,2.222706,10.25755,2.51,0.8606521,0.1810839,1.6679849999999998,11.88672,2.28,0.7225454000000001,0.04669162,3.665685,47.48857,2.22,3.01,0.08698578,3.01,0.1551812,1.145882,0.4767267,0.4567067,0.466967,0.4552052,0.9375,0.75
306,306.mp3,Step Into Christmas,Elton John,Caribou,62.18,03:22,04:22,0.819375,1.024006,-0.7502618000000001,3.998428,1.66,0.0,1.983475,26.62121,789.4982,0.0,0.9651563,0.06939209,-0.08131789,3.657271,2.51,36.25,0.02372207,8.739279,208.6127,36.25,0.7445783,0.1453703,1.112391,5.410781,1.62,0.0,0.444647,21.21773,1004.281,0.0,0.0,0.4182854,0.0,0.9063035,0.0,0.4383473,0.4866043,0.448838,0.4244674,0.775,0.875
307,307.mp3,Hurts,Emeli Sandé,Hurts,37.13,03:01,03:36,0.7379166,0.7958706,-1.3636469999999998,7.794552,3.11,0.0,5.078423,21.93332,536.0459999999999,0.0,0.6322414000000001,0.05429532,-1.111285,5.777545,1.55,0.0,0.02880221,17.258960000000002,455.0909,0.0,0.6480701999999999,0.1192446,1.084036,6.029091,2.64,0.0,1.216147,15.30285,607.5457,0.0,0.0,0.9416067,0.0,2.636487,0.0,0.5018939,0.4759199,0.4659090999999999,0.424513,0.9,0.575
308,308.mp3,Love The Way You Lie,Eminem,Now Thats What I disposition Music! 37 (US Retail),24.09,03:47,04:09,0.5025532,1.514296,-0.4808989000000001,3.258977,1.4,0.7125,0.5780968000000001,7.073592999999999,68.16355,2.07,0.5352272,0.07943843,-0.3280545,2.6842580000000003,1.79,1.27,0.07941125,2.52138,9.643609,3.74,0.2989873,0.2370963999999999,1.518761,7.263600999999999,0.53,0.3057692,0.09831253,7.395977,146.4907,0.48,1.41,0.1008992,0.5660000000000001,0.1722543999999999,0.24,0.4488518,0.4521920999999999,0.4167015,0.4016702,0.8125,0.85
309,309.mp3,Infinite,Eminem,,26.1,03:31,03:55,1.0404,0.7260273,0.5382384,4.257722,1.67,0.29,3.102578,18.2587,375.8046,0.29,0.528125,0.0662328,0.9110942,5.537171,1.1,8.099999,0.0475411,4.7957220000000005,51.30238,11.72,0.3052940999999999,0.1712048,1.592069,9.170259,0.72,0.29,0.753438,12.65767,418.4203,0.29,0.29,0.8733127,0.29,1.882121,0.3,0.4387519,0.4229583999999999,0.4399076,0.4541602,0.35,0.3875
310,310.mp3,Something There,Emma Watson,Beauty and the Beast (Original Motion Picture Soundtrack),29.11,01:33,02:00,0.9571428,0.8950190999999998,-0.2203252,2.5266,3.86,0.35,1.691087,15.6198,276.3812,0.35,0.7875,0.0551911999999999,-0.2793443,2.337661,2.86,6.8225,0.04609225,5.911408,61.94096,12.32,1.605,0.1046628999999999,0.5364321,9.637603,6.51,0.42,0.3253754,16.337670000000003,472.7935,0.42,0.33,0.4398314,0.33,0.9195352,0.34,0.4820442,0.4768645999999999,0.4955111,0.4499309,0.4,0.675
311,311.mp3,Súbeme La Radio,Enrique Iglesias,Súbeme La Radio,13.07,03:00,03:11,0.295,1.475822,-0.5038213,3.091517,1.38,0.125,7.729764,12.09325,163.1801,0.13,0.1935821,0.1216466999999999,-1.488703,4.1716940000000005,1.25,2.0733330000000003,0.07027496,5.763123,51.46685,10.36,0.2734042,0.2956781,1.095693,5.140912999999999,2.17,0.125,1.707657,9.162292,200.7431,0.13,0.14,3.54401,0.14,2.56911,0.14,0.5274131,0.4602317,0.4169884,0.3830116,,
312,312.mp3,DUELE EL CORAZON,Enrique Iglesias,DUELE EL CORAZON,32.1,02:33,03:03,0.4584286,1.403235,-0.554899,3.4550410000000005,1.44,0.35,4.081515,16.89086,306.2813,0.35,0.71,0.1019707,0.02945993,2.944976,1.37,1.630769,0.05775706,2.723507,20.85351,3.11,0.4675,0.3492732,0.8835504999999999,4.338309,1.22,0.39,0.7963379,16.0225,520.1475,0.39,0.34,1.205086,0.34,2.2696400000000003,0.34,0.4427050999999999,0.485598,0.4251722,0.4139010999999999,0.8375,0.7875
313,313.mp3,Kill a Word,Eric Church,Mr. Misunderstood,22.1,02:22,02:42,0.414717,1.043059,-1.187056,5.112979,1.39,0.23,0.8605493000000001,10.3872,129.8206,0.23,0.4741304,0.08156103,1.04024,5.430081,1.32,2.126,0.03670015,3.740311,35.09245,7.68,0.7521428000000001,0.1633967,0.8323736999999999,5.656956,2.03,0.295,0.1468662999999999,12.97714,306.7589,0.31,0.22,0.2614309999999999,0.23,0.4242282999999999,0.22,0.4540073,0.4817850999999999,0.4581057,0.4084699,0.5375,0.6625
314,314.mp3,Record Year,Eric Church,Mr. Misunderstood,29.11,02:10,02:37,0.4978571,1.080141,-1.101161,4.762267,1.68,0.905,0.8436825000000001,10.49296,131.8607,1.53,0.7994444,0.07600554,0.7138194,5.40847,1.77,0.0,0.02816935,6.551598,112.6781,0.0,0.7053658,0.1754671,0.9747112,5.860041000000001,2.19,0.5546154000000001,0.1296683,12.22112,281.5794,1.35,0.36,0.2072997,0.37,0.4807161,0.39,0.4426795999999999,0.46029,0.4419889,0.4012430999999999,0.5625,0.65
315,315.mp3,Bring Me To Life,Evanescence,Daredevil - The Album (Music From The Motion Picture),44.14,03:00,03:42,0.7198076,0.7990686,-1.601242,10.35275,5.36,0.0,4.912354,24.18907,647.6829,0.0,0.625,0.05497137,-0.1488399,6.160679,1.43,0.0,0.03441656,9.916327,210.5129,0.0,0.9208511,0.1280344,0.9927925,7.607246000000001,7.31,0.0,1.177217,15.76644,694.7546,0.0,0.0,1.157045,0.0,2.687632,0.0,0.4704277,0.5025023000000001,0.4763420999999999,0.4579162999999999,0.85,0.65
316,316.mp3,Be Our Guest,Ewan McGregor,Beauty and the Beast (Original Motion Picture Soundtrack),64.17,03:41,04:43,1.098793,1.103249,-0.6549897,3.2813800000000004,5.03,0.0,2.039359,27.37058,847.5918,0.0,1.2586,0.05603129,-0.2956799,3.090326,4.27,4.828,0.03668594,4.025087,50.60133,11.81,1.20717,0.1400132,0.6935425999999999,4.682184,4.34,0.0,0.4710384,19.23832,1015.057,0.0,0.0,0.3201053,0.0,0.5882919,0.0,0.4591805,0.4809196,0.4702845999999999,0.4366594,0.8875,0.8625
317,317.mp3,Be Our Guest,Ewan McGregor,Beauty and the Beast (Original Motion Picture Soundtrack),64.17,03:41,04:43,1.098793,1.103249,-0.6549897,3.2813800000000004,5.03,0.0,2.039359,27.37058,847.5918,0.0,1.2586,0.05603129,-0.2956799,3.090326,4.27,4.828,0.03668594,4.025087,50.60133,11.81,1.20717,0.1400132,0.6935425999999999,4.682184,4.34,0.0,0.4710384,19.23832,1015.057,0.0,0.0,0.3201053,0.0,0.5882919,0.0,0.4591805,0.4809196,0.4702845999999999,0.4366594,0.925,0.8625
318,318.mp3,Capsize,Emily Warren,Capsize,33.12,02:58,03:29,0.5009091,1.100885,-0.6499013000000001,3.72174,1.27,0.39,0.960977,14.49885,245.095,0.39,0.6681633000000001,0.1000858,-0.3094204,3.91686,1.68,0.0,0.0321517999999999,4.670888,72.11614,0.0,0.6742857,0.217021,1.1253540000000002,6.508782,3.77,0.4718571,0.1698637,16.51105,464.7472,1.64,2.43,0.1799787999999999,1.21,0.2729704,1.215,0.5212379,0.4736044,0.4417475999999999,0.4344659999999999,0.725,0.825
319,319.mp3,Keep Your Eyes On Me,Faith Hill,Stars (The Shack Version),30.11,03:25,03:53,0.6867441999999999,0.9644835,-1.76265,8.10555,2.6,0.32,5.394787,19.37611,415.1178,0.32,0.5340741,0.05802166,-1.397328,6.950664,1.27,7.92,0.03763681,12.69891,246.4935,7.92,0.8064865,0.1007305,0.4664765999999999,4.931012,2.85,0.33,1.250493,13.70053,473.4243,0.33,0.32,0.8581949000000001,0.31,2.134692,0.31,0.4863151,0.4756342,0.5083445,0.4722964,0.7375,0.5
320,320.mp3,Subeme la Radio,Farandula Boys,Subeme la Radio,14.06,03:00,03:12,0.3568421,1.003972,-0.3190415,2.695949,1.59,0.14,5.537134,13.00459,188.5229,0.14,0.5579999999999999,0.09583367,-0.3341863,3.027814,1.31,3.06,0.05812731,7.765745,97.82263,11.1,0.3165909,0.1853128,0.9992225,4.84023,1.43,0.13,1.272413,9.295036,217.3398,0.13,0.14,2.842855,0.145,2.137788,0.15,0.4296987,0.4799139,0.4146340999999999,0.3952654,,
321,321.mp3,All the Way Up,Fat Joe,All the Way Up,42.13,02:20,03:00,0.6565625,1.1869610000000002,0.370323,3.212323,1.37,0.42,1.159647,15.6818,308.7979,0.42,0.5255,0.1212954999999999,1.82311,6.050128,1.07,0.0,0.0316837,5.224789,93.80872,0.0,0.9558139,0.2647241,1.388875,8.122089,2.75,1.210588,0.2341885,15.44104,478.8482,4.1,0.0,0.3618232999999999,0.0,0.6889191,0.42,0.4071514,0.4750894,0.4178784,0.4188319,0.6875,0.4875
323,323.mp3,Life Goes On,Fergie,Life Goes On,22.1,03:06,03:26,0.5163414000000001,1.434375,-0.1233601,3.069691,1.27,0.21,2.246271,12.43173,183.5178,0.21,0.5813513000000001,0.09720428,-0.6261375,4.729692,1.39,0.9333333,0.04619543,5.216913,59.362840000000006,3.69,0.5620512,0.3224834,0.681358,4.794534,1.61,0.24,0.4651869999999999,13.41741,380.7234,0.24,0.25,0.3741185,0.22,1.020064,0.24,0.5204918,0.4585609999999999,0.4448997999999999,0.4394353,0.8625,0.725
324,324.mp3,M.I.L.F. $,Fergie,M.I.L.F. $,24.09,02:03,02:25,0.9215385,1.33103,-0.3074452,3.776071,1.5,0.6770588000000001,0.3848749,3.265616,18.73312,1.48,0.6294736999999999,0.09376831,0.7201026999999999,5.669319000000001,1.37,1.277222,0.05836403,3.824667,23.73223,1.51,0.378254,0.2442885,1.315489,6.526114,1.13,0.5325,0.08642619,0.9668698,13.81536,0.76,1.39,0.2075251,1.38,0.3103507,0.69,0.4613779,0.4501043999999999,0.422547,0.4271399,0.8875,0.55
325,325.mp3,Wake Up,Fetty Wap,Wake Up,44.14,02:30,03:12,0.8068519000000001,1.175484,0.09209497,3.595635,2.6,3.508889,0.5707188,6.128319,68.70264,16.01,0.8658823,0.09953312,0.5419917,4.253091,1.57,6.058571,0.03959849,4.237492,33.68652,13.25,1.147368,0.2568663,0.9704072,7.475656,7.51,1.115,0.1358197,-0.2297466,52.82655,1.8,8.9,0.1257333,1.980476,0.1609137,0.44,0.4404003999999999,0.4779345,0.4110555,0.4219745,0.4875,0.6125
326,326.mp3,All In My Head (Flex),Fifth Harmony,7/27,41.13,02:47,03:26,0.9990243,1.333968,-0.5483103,3.10379,2.52,0.42,1.178139,15.38085,267.2589,0.42,0.6821666000000001,0.105556,-0.3212547,3.2045,1.9,2.0425,0.05308706,2.387967,16.34447,5.43,1.037949,0.257158,1.099201,6.954172,2.58,0.45,0.2116212,14.10145,485.3611,0.45,6.955999,0.3342782,8.695,0.391431,0.42,0.4666667,0.4683760999999999,0.4268619999999999,0.3929182,0.6875,0.7
327,327.mp3,Work From Home,Fifth Harmony,7/27,39.12,02:53,03:30,0.9725,1.370175,0.7382978,4.757683,1.85,0.0,1.829499,19.44588,436.6702,0.0,0.5826865,0.09726598,-0.7248805,3.126746,2.13,9.679999,0.04913081,2.982285,29.82763,13.9,0.8135416999999999,0.2936192,2.028865,13.0676,2.67,0.38,0.40312,13.86461,510.7987,0.38,0.38,0.3194460999999999,0.0,1.23369,0.0,0.4658449,0.4599384,0.4162814999999999,0.4283513,0.7625,0.7375
329,329.mp3,That's My Girl,Fifth Harmony,7/27 (Deluxe),42.13,02:30,03:10,0.5150617000000001,1.299681,-1.262993,5.000297,1.12,0.0,2.860333,22.546,569.5102,0.0,0.5968182,0.0875907,-0.259524,4.619603,1.23,3.902,0.0423976999999999,4.369489,42.7806,14.29,0.6427691999999999,0.2311431,1.1258,6.304444,1.46,0.0,0.6660839,16.09759,668.4147,0.0,0.0,0.3395934,0.0,1.107494,0.0,0.472944,0.4755661,0.441478,0.4183552,0.9375,0.7875
